doc_id,text
105,join climate rally green deal million paying jobs iowa city
106,constitution congress president decides war congress prevent war iran add agree
107,campaign students cancel student debt public colleges universities trade schools tuition debt free ensure people livable planet green deal
108,health insurance youd doctor nope outrageous deductible afford eliminate deductibles premiums pays medicare
109,medicare means freedom choose doctor hospital outrageous network bills current system
110,demagogues trump divide movement coming create nation person live dignity live rally sioux city
111,country people billionaire class wealthy campaign contributors join
112,set outrageous goal calls voters month january start calling voters win primary
113,recently campaign target attacks trump republican party catching campaign campaign defeat
114,january votes cast congress war iraq decade war iraq voted war country vote endless wars
115,ready transform country greed billionaire class corporations pay fair share taxes join newton iowa
116,public housing residents forced live unhealthy unsafe conditions green deal public housing introduced homes
117,campaign human solidarity fight health care insurance fight immigrants native born fight americas children
118,power union congratulations deserve
119,job offer vision day human planet live world international conflicts resolved peacefully mass murder
120,teachers leading fight schools students deserve ready fight join educators bernie organizing call sunday pm
121,nation’s greatness judged billionaires treats people that’s nation i’m storm lake iowa
122,signed law social security successful programs history retire dignity president fight entire political career protect social security expand
123,wealth top trillion wealth bottom billion rigged economy im running president government economy privileged top
124,met mothers lost children war met people arms legs ptsd war horror time politicians understood avoid war
125,time complete political revolution create government time join campaign finish started donate sign volunteer
126,utterly shameful america supposed administration refugees
127,bernie sanders backbone that’s integrity that’s courage conviction commitment consistency time space dr
128,corporations outsource american jobs pay workers starvation wages bust unions expect lucrative federal contracts bernie sanders administration
129,political elites people support campaign listen people youll hear theyre worried climate crisis student debt endless war affording decent housing health care simple listening people
130,im afraid fossil fuel billionaires attacking im afraid leaving planet uninhabitable kids grandkids
131,stop war iran
132,close iowa caucuses ensure successful join
133,live nation todays children endless war dont nation endless wars
134,medicare
135,people courage lead fight climate disaster leaders won’t lift finger deserve arrested deserve applauded heard
136,won election mayor burlington votes votes billionaire class convince vote matter involved political process
137,donald trump attacking beat election
138,veteran deported service country ensure return deported veterans executive authority family veterans live fear deportation
139,trump’s attack people disabilities disgusting undo cruelty day presidency protect expand disability rights
140,scientists time waste green deal ban fracking transition renewable energy quickly
141,green deal
142,polls vote movement successful sign knock doors
143,bernie extremely genuine he’s consistent he’s powerful person invigorates people excites brings movement
144,scare hell fossil fuel industry millions people vote greed save planet
145,climate crisis isn’t future president office understands threat crisis bernie sanders guy
146,feb iowa caucus approaches iowans choice settle status quo leaving finally transform country government
147,extremely generous shouldnt nba stars generosity stop medical debt crushing americans eliminate past due medical debt america
148,cash bail system disgrace disproportionately hurts black brown poor americans york reforming bail law backwards white house cash bail nationally
149,proud stand
150,child left law ago voted vote stakes testing robbed students joys learning adds teacher burnout system kids learn holistic manner
151,heres truth billionaire class fine corporate socialism means billions tax breaks bailouts
152,million americans owe trillion student loan debt middle class bail wall street wall street bail middle class cancel student debt pay tax wall street
153,view america population disconnected individuals view inescapable network mutuality tied single garment destiny dr king realize vision justice dignity
154,americans died waiting social security disability insurance addressing crisis trump harder people disabilities unacceptable protect expand ssdi ssi
155,involved war iran likelihood worse war iraq
156,jobs education jails incarceration
157,insulin costs times canada damn product damn company americans charged times thievery country
158,puerto rico rebuilding hurricane maria ago wake earthquake time time trump administration failed people puerto rico
159,fight democrat versus republican democracy versus oligarchy
160,joe biden helped lead effort war iraq voted trade deals cost millions jobs pushed bankruptcy bill disastrous families record bring energy defeat trump
161,campaign electing president united enormously campaign transforming america understanding real change takes top bottom
162,support bernie sanders lead moral center borne lifelong commitment serving poor american worker single mother family farmer student debt couple struggling home tim robbins
163,congress war vote congress war congress guts vote war president unilateral action
164,pundits consultants understand campaign people theyre coming thousands rallies town halls theyre chipping time understand beat billionaire class game
165,congratulations sports illustrated staff organizing
166,medicare create healthy society poverty provide decent paying jobs education clean environment equal opportunity race gender sexual orientation health issues
167,war iraq trillions dollars deaths troops hundreds thousands iraqis iraqi government throw country suffering death huge expenditure money
168,average donation common occupation donors teachers common employers donors walmart starbucks amazon target postal service campaign class america
169,campaign campaign bringing millions people political process time trump defeated
170,education climate action health care access addressing income inequality presidential candidate fits profile nation bernie sanders
171,heard dental care health care cover medicare
172,im proud opposed trump’s military budgets
173,vote bernie california democratic primary registered party preference npp request democratic ballot click link request democratic ballot
174,war iraq started american service killed tens thousands wounded hundreds thousands iraqis killed trillions dollars spent suffering death huge expenditures money
175,defeat trump beat trump massive voter turnout campaign excites energizes people people campaign live boone iowa
176,health insurance deductibles exist
177,win building nation economy government wealthy campaign contributors join mason city iowa
178,humiliating honestly bern humiliating richest country earth scared taking ambulance doctor er afford
179,win fight restore democracy defeat powerful special campaign building multiracial class movement based human solidarity join live iowa
180,kid america understand college trade school income
181,apologize class roots apologize im son immigrant apologize president administration greed corruption corporate elite
182,i’m plead guilty advantage check record stood fought families entire life
183,country lot war we’ve
184,win election build movement win create nation based justice dignity join
185,return washington week senate action congress steps restrain president trump plunging nation endless war
186,campaign lifting people greed billionaire class building movement powerful join live dubuque iowa
187,trump makes decisions impulsively explanation congressional consultation strongly key step endless wars congress reassert constitutional authority matters war
188,war violence response response
189,i’ve funerals i’ve talked mothers who’ve lost kids war i’ve talked soldiers who’ve home ptsd home arms legs
190,americans homeless including veterans million uninsured underinsured invest american people spend trillions endless war join decorah iowa
191,we’re month iowa caucus time knock doors phone calls people involved join live canvass launch waterloo ia sign
192,priorities invest america spend trillions endless wars
193,stop war iran firmly commit military presence middle east orderly manner involvement saudi led intervention yemen bring troops home afghanistan
194,chair senate committee veterans affairs close pain death despair caused war rarely children billionaire class agony reckless foreign policy
195,day media political establishment campaign understands stand accomplish i’m marshalltown iowa tonight
196,repeat warning war recourse international relations caring nation prevent horrible suffering war
197,american people endless war trump drag war iran prevent unmitigated disaster live town hall anamosa iowa
198,ill addressing trumps dangerous escalation middle east pm pm ct tune
199,voted war iraq feared lead destabilization region fear true lost approximately brave troops tens thousands wounded we’ve spent trillions
200,campaign manager
202,president united commander chief organizer chief millions people stand education health care fight climate change create movement transform country
203,critically bernie sanders office rid whos heal unite dramatically change systems
204,campaign democratic primary donations donald trump
205,richest country earth teachers shouldn’t jobs food table pay public school teachers
206,win person person contact knocking doors people vote join grinnell ia canvass launch sign involved
207,australians stay safe fun homes fire fossil fuel companies
208,native americans taught destroy nature survive president seat table decision live meskwaki settlement iowa
209,waltons pay entry level walmart workers starvation wage hour outrageous unfettered greed
210,quarter incredible people donated campaign time campaign bringing people political process fight justice defeat donald trump transform country
211,deepest gratitude
212,im incredibly proud announce raised million million contributions fourth quarter average contribution proving dont beg wealthy powerful campaign contributions win elections
213,defeat donald trump
214,happening australia increasingly common world aggressively combat climate change transform energy system fossil fuels future planet stake act
215,proud share extraordinary news campaign received million individual contributions contributions campaign received presidential election history country
216,joe biden single scientist supported climate plan joe you’re wrong scientists agree green deal
217,days iowa caucuses opponents pretty nervous win pressure chip campaign
218,corruption washington greed washington begin process creating government based principles love compassion
219,wishing happy forward create nation based peace justice dignity people
220,billionaires wine caves super pac million grassroots donors that’s campaign day finish line million donation goal
221,ringing des moines princes longtime band power generation million donations midnight deadline watch live
222,close million contributions waiting time contribution campaign time chip fec deadline midnight
223,continue act normal americans spend income health care join rest industrialized world passing medicare eliminating pays premiums deductibles
224,hate money im gonna money tonight fec deadline powerful special america contribute
225,dont difference involved political process
226,friends closing goal million donations goal donation win chip join live des moines
227,pharmaceutical industry insurance companies fossil fuel executives nra military industrial complex donald trump angry chip campaign midnight
228,watch loved die dont health insurance dont understand radical
229,bad news love arguing health insurance companies youll argue medicare means wont fight corporation care quality comprehensive health care guaranteed
230,live world billionaires wealth bottom half entire country dont world living
231,million individual contributions chip midnight tomorrow prove critics wrong
232,movement stands undocumented people country movement stands racism sexism homophobia religious bigotry time ruling class divide moral obligation stand
233,ideas talking didnt yesterday pollster told health care living wage endless wars decent housing ive fought entire life
234,closing incredible million donations quarter deadline movement scares trump join town hall winterset iowa chip
235,launch decade green deal nationwide mobilization centered justice equity solve climate crisis create million jobs save planet future generations
236,days iowa caucus beginning election lives i’m iowa director
237,truth excellent chance win primary beat trump sufficient financial resources contribute campaign fec deadline
238,government controlled wealthy powerful defeat donald trump
239,elected promise pro union president american history
240,started morning donations short million donation goal lot campaigns impossible chip midnight tomorrow
241,address climate crisis tweaks edges honestly leave habitable planet future generations coming decade decade green deal
242,proudly class president class
243,erica garner died ago exceptional brave woman deeply missed carry struggle justice
244,wake rising anti semitism hate crimes stand united wipe forms racism discrimination bigotry
245,parent forced debt giving birth
246,defeat trump dangerous president history job create government based compassion hate greed join live west des moines iowa
247,time president finally stand corporate elites fight people country
248,fossil fuel industry pharma insurance companies military industrial complex nra donald trump im afraid grassroots movement million contributions
249,rise anti semitism hate crimes child run latina weve people stabbed theyre jewish weve people assaulted theyre muslim time unite bigotry racism time
250,immigration system live ideals nation unlike trump refugees seeking asylum including displaced climate change
251,jane keeping rep john lewis family difficult time hoping speedy recovery news doubt rep lewis continue inspire millions fight justice entire life
253,powerful special spend takes defeat powerful campaign resources win fec deadline
254,current president evoked ton violence community stand watch elect candidate defeat bernie sanders kenia calderón cerón
255,i’m outraged knife attack monsey confront surge anti semitic violence prioritize fight bigotry bring people dividing people
256,strongest campaign defeat trump building movement strong greed corruption hurting families join newport hampshire
257,cancer treatment poor doctor lost job insurance emergency receiving outrageous bill
258,building unprecedented grassroots power defeat donald trump democracy corporate elite join live hampshire
259,win election transform political conversation america terms
260,mission passing legislation american people united standing racial justice environmental justice economic justice
261,we’ve it’s tough fight granted knock doors phone calls
262,tax breaks billionaires massive subsidies fossil fuel industry americans tired system rigged favor corporate elite leaves people join live plaistow nh
263,scary difficult speak share struggles talk stand powerful special real change takes
264,jan millions americans health insurance deductibles reset health care system unlucky hurt sick weeks afford care totally absurd
265,bernie sanders hes opposite donald trump
266,im glad
267,country standing greed corruption sorely mistaken
268,medicare means freedom doctor fear huge bill means medical debt means pays premiums deductibles join town hall dover
269,bernie running politician hes running leading movement rev al sharpton
270,bank local post office postal banks serviced million customers guarantee basic financial services americans allowing post office offer basic banking services
271,tax billionaires
272,scares corporate america powerful trade union movement stood unions life grateful support double union membership america
273,president shut keystone dakota access pipelines built
274,children lives poverty americans homeless million uninsured underinsured half live paycheck paycheck billionaire class day rigged economy change
275,despair option
276,goal million donations sound unrealistic people told idea minimum wage unrealistic cities house passed stand chip reach goal
277,trade union movement workers line defense greed billionaire class double union membership country join live concord nh
278,bernie president sanders deep grassroots movement essential passing anti corruption reforms easy
279,zephyr dedicated life stamping corruption country honored receive endorsement forward defeat trump create economy political system finally
280,money speech corporations people overturn citizens united money political process
281,winning election address climate crisis building movement prepared fossil fuel industry pass green deal
282,top donors billionaires fossil fuel executives pharma ceos starbucks baristas walmart employees teachers campaign people chip amount
283,dont massive corporations amazon delta eli lilly fedex jetblue netflix continue paying federal income taxes pay fair share invest people country
284,amazon pay federal income taxes
285,medicare
286,ability hear luxury afford hearing aids covered medicare
287,fight climate change choice protect fossil fuel profits protect children choose protect children
288,wishing happy reflective peaceful week observing kwanzaa
289,private health insurance doesn’t damn deductible can’t afford medicare eliminate deductibles payments premiums
290,fundamentally wrong spending capita health care major countries average life expectancy
291,middle ground terms dealing climate change millions people losing homes jobs lives green deal
292,trump formidable opponent despair option organize bring millions people political process win
293,buying home starting family due medical debt student loans
294,happy lunar celebrating loved peace joy health
295,teachers entire country scraping taking jobs paid
296,lot lies peddled insurance drug industries medicare dont truth medicare save american people money disgrace profit driven system
297,nation people live healthy lives means afford outrageous health care costs
298,taxpayers paid million donald trump play golf resorts amazon million tax rebates average person poverty month nutrition assistance rigged economy
299,wishing peaceful merry christmas jane family celebrating
300,millions undocumented people america living fear loved deported holiday season bring people shadows reinstate expand daca provide pathway citizenship
301,rejoin paris agreement build mass movement people stand fossil fuel industry pass green deal campaign
302,hundreds thousands postal workers hard holiday season day strengthen postal service protect privatization
303,stand natalia miranda iowa faced disturbing violence hate crimes increasing country job stand black latino family fight forms hatred spread
304,kids hurting kids hurting afford doctor affects remember connected fight nation government based human solidarity
305,iowa tonight
306,person america deserves live dignity security guarantee health care decent housing living wage education people
307,approaches commit fighting government economy overwhelming majority people food security human america
308,richest country earth sick declare bankruptcy drown debt decades eliminate outstanding medical debt america
309,youve struggled afford premium pay prescription network provider mistake suddenly lost coverage youre system intentionally rigged people change medicare
310,walmarts ceo times median employee walton family makes minute dont afford pay living wage choose greed greed
311,access internet necessity todays economy treated electricity
312,federal government electrified america deal united people moon ago hell transform energy system fossil fuels renewables create millions jobs process
313,war drugs disaster legalize marijuana nationwide invest communities destroyed criminalization expunge past marijuana related convictions
314,insulin costs vial diabetics survive pharma companies sell health care system keeping people alive huge profits medicare changing gross injustice
315,people country power transform america
316,slogan reality i’ve dc trump’s impeachment trial carrying ball join live town hall iowa city
317,jane happy peaceful hanukkah celebrating world week
318,refuse leave grandchildren planet healthy habitable green deal
319,private insurance companies drug companies spend outrageous amounts money defeat american people
320,estamos construyendo una coalición multirracial es lo suficientemente poderosa como para vencer trump únete la representante
321,political revolution alive las vegas thousands people joined
322,class warfare wealthy buy elections tax breaks cut spending programs people survive
323,people underestimate power vote people transform country save planet climate catastrophe
324,im fashioned democracy person vote billionaires buying elections
325,millions people fight justice win trumps hatred division people joined movement los angeles
326,couple weeks ago town meeting las vegas meet bernie eyes real fighter
327,honored receive endorsement membership
328,climate crisis existential threat putting risk existence proposed aggressive comprehensive plan address crisis choice
329,dangerous injustice dangerous system treats deserve
330,strongest campaign defeat trump bringing people dividing join
331,friend
332,shouldnt blame millennials financial distress blame reverse policies rigged economy rich saddled people massive student debt health care unaffordable
333,win election building multiracial intergenerational class movement transform country join
334,handful billionaires spent hundred millions dollars buying elections politicians campaign im proud campaign contributions billionaires represent americans corporate elite
335,i’ve criticized alarmist climate change you’re damn i’m alarmist scientists act immediately fossil fuel dependence im
336,pass medicare eliminate pays premiums deductibles health care disgrace profit driven system
337,refuse stand watch
338,avoided taking ambulance afford
339,change corrupt system taking money
340,dont trump weve youre bernie
341,trump win demonizing immigrants dividing opposite bring people create immigration system based justice live san ysidro
342,we’re cancel penny student debt we’re pay modest tax wall street wall street doesn’t hell wall street
343,people doesnt matter billionaires corporations spend endless amounts money elections matter sliding oligarchy money politics restore democracy
344,it’s shameful ice expedited contracting process circumvent california ban private immigrant detention centers president ban private prisons
345,time family we’re road
346,tomorrow day join
347,corporations billion tax breaks trump slash food stamps throw tens thousands medicaid class warfare fight win war class
348,greed fossil fuel industry pass green deal save planet climate catastrophe create million jobs join live moreno valley
349,stuck washington trumps impeachment trial hundreds events join country support campaign ball rolling sign
350,fight greed corruption pharmaceutical industry greed corruption health insurance industry
351,truth hour live workers deserve living wage hour women equal pay equal ceos workers
352,defeat trump transform country students deadline sunday apply trained organize campus
353,congratulations
354,real change takes bottom top demdebate
355,proud campaign million volunteers individual contributions campaign history let’s defeat trump let’s transform country chip
356,college demdebate
357,people sick tired filling forms demdebate
358,day administration provide legal status daca recipients parents ensure federal agents snatch babies parents arms introduce legislation provide pathway citizenship undocumented people demdebate
359,joe biden billionaire campaign contributors pete buttigieg people wealth bottom half america amazon major corporations pay federal income tax money politics demdebate
360,middle climate emergency green deal create million paying jobs proposal candidate bold address crisis
361,spending trillion annually weapons destruction bring global leaders confront shared enemy climate change demdebate
362,rejoining paris agreement aint issue save planet children grandchildren green deal demdebate
363,trump economy people wealth bottom half americans that’s americans homeless that’s childhood poverty rate major country that’s
364,unlike colleagues voted nafta voted pntr china trade policy stands workers farmers addresses global threat climate change demdebate
365,donald trump pathological liar running corrupt administration history fraud defeat demdebate
366,demdebate
367,win fight powerful special campaign building movement human solidarity
368,trump coward tears feel powerful jane stand
369,time country extreme voter suppression discrimination stand people ny nj voting accessible strengthen democracy congratulations
370,pharmaceutical companies ripping american people i’m continue cap pocket expenses prescription drugs
371,people election record beat trump ensure climate catastrophe prevented
372,purpose private health insurance provide affordable care huge profits handful rich people
373,massive corporations track buy sell childrens exact location profit digital privacy bill rights protect americans orwellian corporate surveillance
374,support decaturs teaching assistants fight fair contract president invest educators fight medicare ensure worker walk picket line afford health care families
375,deeply concerned rise antisemitism country americans stand hatred president lead fight
376,proud excited endorsement
377,trial senate mitch mcconnell conduct fair trial hold president accountable
378,sad day american democracy house voted impeach president trump
379,here’s prediction win pass green deal criminally prosecute fossil fuel executives destroyed planet
380,people told education hard theyre punished crushing student debt low paying jobs time stand people economic elite
381,opponents campaign contributions wealthy powerful don’t impact ceos contributions
382,listen act makes confident consistency confident values confident purpose purpose he’s follow
383,proud stand students rochester fighting proposed teacher layoffs urge government officials educators classrooms invest public education reduce class sizes
384,leave job marriage fear losing health insurance medicare means safety security
385,youve wondering time contribute campaign time chip tomorrow nights debate
386,rationed skipped medication afford
387,nuestro movimiento en nevada en todo el país se fortalece cada día únete español
388,organizing families friends communities justice campaign app proud launch bern app downloadbern apple store google play
389,trump corrupt president modern history
390,republicans wisconsin georgia purged combined half million americans voting rolls cowardly engage free fair elections outrageous
391,insurance companies dont drug companies dont trump doesnt medicare save american people money
392,private insurance companies dont read medicare save average americans thousands dollars
393,abortion health care
394,trumps opportunity zone scam enriches wealthy millions americans struggle white house corrupt giveaway
395,congress passed billion defense package spend defense china saudi arabia russia india uk france japan germany south korea brazil combined fundamentally change priorities nation
396,locking people poor cash bail disgrace abolished
397,trump cutting food nutrition assistance million people hes giving banks tax break financing professional sports stadiums trump agenda tax breaks rich cruelty poor disgrace
398,curious deficit hawks fiscally prudent spending defense countries combined it’s time vision america set priorities
399,billionaires contributing candidates didnt theyre goodness hearts
400,medicare means loved hospital phone arguing insurance companies deny coverage means focusing healthy
401,republican officials georgia wisconsin cowardly engage free fair elections politics job
402,momentum campaign listening people bringing millions people politics defeat trump decimate trumpism live coachella ca
403,corporations paid federal income taxes including amazon gm delta politicians afford education health care childcare clean water theyre lying huge corporations pay fair share
404,congratulations labor activists class minneapolitans hard fought victory raise minimum wage hour follow lead ensure livable wage
405,stand
406,potential gop candidate cuts social security medicare amp medicaid donald trump
407,trump vilifying arabs muslims bernie bernie visiting mosques community organizer
408,ive run office times ive lost races ive won ive vote participate democracy republicans cowardice wont
409,vial insulin costs health care system malfunctioning designed profit corporations human cost
410,strike weeks asarco abuses workers stand
411,amazon centurylink chevron deere delta air lines eli lilly fedex gannett motors goodyear honeywell jetblue mgm resorts netflix prudential financial starbucks whirlpool total federal income tax paid companies
412,campaign
413,lock people country earth countries maternal mortality rising countries guarantee paid maternity leave nation major crises require bold action half measures
414,struggling afford medication dont health insurance youre drowning student debt live starvation wages fighting
415,lead resources hold win chip campaign contribution
416,congress forced live hour federal minimum wage raised immediately
417,health insurance deductible
418,people led movement justice nations history leading movement climate justice politicians listen
419,mayor burlington vermont minor league baseball community beautiful beautiful
420,powerful establishment campaign recognizing power create government people wealthy live ottumwa ia
421,medicare leaves system designed huge profits drug insurance companies guarantee health care effective health care system greedy corporations allowed dictate priorities
422,days iowa caucus election lives winning involved
423,corporate america trump endless amounts money energize millions people people voters beat campaign live fairfield iowa
424,health care system barbaric taking care loved sick hard fighting insurance company profit pass medicare eliminate medical debt
425,republicans can’t win ideas power harder vote it’s time voter suppression president ensure citizen age automatically registered vote
426,powerful political economic establishment
427,lot candidates raise money ultra wealthy billionaire class don’t influence money
428,ready win democratic primary defeat trump democracy corporate elite days iowa caucus time involved join keokuk iowa
429,mlb threatening eliminate minor league baseball sit happen join live burlington ia meeting batting practice minor league players employees
430,voters told settle campaign opposite defeat trump mobilizing people bold progressive agenda live burlington iowa
431,i’m outraged
432,goal leave country world
433,pitchers million pay teacher country
434,ago children faculty shot killed sandy hook horrific tragedy remains day call action lose sense outrage save lives nras reign congress pass gun safety laws
435,canceling student debt family
436,rep
437,pharmas worst nightmare
438,congratulations
439,despair option stand involved organize defeat trump
440,trump racist sexist homophobe xenophobe religious bigot campaign strongest defeat rooted human solidarity join live rally
441,medicare lose health coverage low income leave job move pre existing condition laid divorced retire
442,feel owe life bernie sanders don’t medication rebecca hovde
443,green deal homes guarantee
444,mayo clinic executives decided strip access health care tens thousands rural midwesterners putting profits people medicare corporate greed health care leaving rural americans
445,time student university chicago protesting segregation power grassroots organizing people carrying torch apply trained organize campus campaign staff winter break
446,decision trumps nlrb terrible people companies deserve
447,endorsement
448,thousands people america die afford health care medicare save lives
449,people proud progressive generation history vote transform america live grinnell college
450,stand workers line
451,trump win election dividing country dead wrong beat bringing people join live manchester nh town hall
452,green deal plan bold confront climate crisis political establishment understand people
453,im running president time government class
454,congratulations advocacy
455,trumps xenophobia nation humane immigration system path citizenship undocumented listen
456,days votes cast decide democratic nominee position win campaign manager
457,minutes campaign manager
458,opportunity grandkids challenges humanity defeated wealth power fossil fuel industry created million jobs renewable energy system pass green deal
459,legalize marijuana expunge past convictions marijuana possession
460,im proud jewish forward jewish president history country
461,candidate prepared stand outrageous greed drug companies insurance companies promise
462,create space force health care
463,ready radical idea people richest country earth shouldnt fish antibiotics save money medicare
464,dont democrats health insurance industry talking scare americans medicare bottom line medicare save average american thousands dollars guarantee comprehensive coverage
465,people college taking mountains debt listen people criminalization marijuana listen people planet healthy habitable listen
466,incremental change enact green deal option save planet
467,united world witnessing dangerous rise anti semitic acts violence deeply concerned reports terrible shooting kosher supermarket jersey motivated hatred jewish people
468,opponents maintain status quo health care system defend system makes billions health insurance companies bankrupting american people
469,stand
470,millennial generation struggling theyre wasting money economy rigged favor rich
471,fight youre fight transform country
472,campaign built idea human solidarity stronger family cares family family cares family
473,radical don’t united america parents medical debt leave hospital baby
474,met john months ago circumstance i’m glad care people served country
475,future historians people leaders
476,don’t trump hard questions nation rarely health care richest country world children hungry people homeless
477,donald trump win election dividing dead wrong strongest campaign beat trump bringing people multiracial class movement
478,people ready political revolution
479,received huge medical bill private health insurance
480,rich powerful enormous political contributions greedy stupid funding billionaire class
481,campaign manager
482,lies
483,outrageous abuse taking glenwood woodward resource centers gov reynolds administration institutional bias forces people disabilities communities guarantee home community based services
