doc_id,text
129,bills passed house majority bipartisan sitting mitch mcconnell’s desk change winning taking senate
130,nh town hall littleton wonderful littleton home favorite nh landmarks world’s candy counter famed
131,grassroots campaign roll we’re traveling sleet snow meet voters hampshire town halls tour chip reach goal tuesday night donate
132,waterloo iowa we’re bringing people create coalition that’s we’re win
133,nh town hall gorham blizzard gorham home grit commitment granite staters bettering democracy defeat donald trump fitn
134,started campaign middle blizzard mississippi river political machine corporate pacs support thousands grassroots donors country strong
135,john abigail wonderful time staff holiday party week hannah mcdonald team captured
136,hampshire town halls join talk moving country forward
137,donald trump failing deliver promises coming
138,nh town hall conway wrapped day swing packed house hampshire dems ready restore decency sanity white house president promises lead integrity
139,heart people lives forever changed shooting fort worth texas day horrific acts gun violence country stop enact gun safety legislation
140,person embodies means fighter john lewis battle diagnosis strength courage carried life john abigail praying family
141,donald trump continues stifle science halt critical research president i’ll listen scientists experts
142,stop dover wow
143,husband john chris field organizers knocking doors morning snow amy st main st baxter iowa iowa caucuses corner team hard
144,dover town hall horrific act anti semitic violence hanukkah celebration monsey york night combat hate crimes form belong america stop
145,starting hampshire town halls countdown dover wolfeboro conway gorham littleton claremont keene join follow line
146,unlike donald trump wasn’t million family opportunity don’t life sense entitlement life sense obligation
147,bettendorf iowa
148,easier harder people vote debate action protect voting rights stop voter purges
149,time flown event trail iowa counties we’re days caucus visit abigail policy director rosa po capturing joy
150,night des moines celebrated campaigning iowa counties chance defeat donald trump can’t screw starts bringing people build winning coalition speech
151,devastating news morning thinking victims families somalia friends minnesota somali community largest country
152,wow packed house iowa city iowa we’re building homegrown campaign day events sign volunteer
153,proud call dr reatha clark king friend yrs african american woman chemist natl bureau standards service leading natl foundation cong black caucus foundation she’s inspiration
154,iowans decision caucus millions minnesotans job reference call voted honest hard
155,yesterday officially iowa counties here’s grit campaign
156,administration’s policies devastating farmers hard americans struggling food tables president stand farmers rural america
157,visited iowa counties i’m grateful joined road meet greets hopped green bus we’re ready winbig
158,happening we’re celebrating hitting iowa counties des moines friends des moines
159,county humboldt officially county iowa meeting people isn’t i’ve run campaign it’s govern president america
160,county we’re nation’s kossuth county i’m spreading message i’ve iowa’s midwest isnt flyover country home
161,morning estherville warm county visit iowa im counties dont president half america president america means meeting people
162,close russia hacking election close i’ve led numerous bills secure elections republicans blocked ignoring threat democracy time stop playing politics election security
163,beginning campaign promised iowa’s counties leading ticket build winning coalition we’re taking green bus road
164,continued helped tragedy highlights federal housing policy country including housing rid section backlog
165,meet press interview including discussion double digit results nbc poll hampshire hampshire
166,happy kwanzaa celebrating week john abigail sending warm wishes
167,it’s true pay united prescription drugs canada countries senator ive pharma companies president i’ll lower drug prices days
168,tomorrow we’ll iowa taking green bus counties celebrating des moines we’ve iowa counties met friends join
169,heading ticket track record winning you’re ready winbig join
170,major flooding midwest warning signs happening spring denying threat climate change hurts communities coasts communities midwest america
171,christmas story moment community generosity people donated supplies mpls drake hotel fire left people homeless city found temporary housing donations
172,boesl family millerville mn prayers christmas miracle alex minneapolis children’s hospital lost dad amp uncle fire fighters silo related tragedy farm
173,christmas toy family merry christmas
174,christmas eve ago visited dad reminded gift christmas joy passed thinking time growing ago amp parents remembering christmases amp mom amp sister time love
175,john abigail merry christmas description photos rest card including surprise snow globe click
176,beating donald trump means building broad coalition bringing people endorsement hampshire
177,hard frustrating
178,past days logged miles county forallofamerica bus tour iowa meeting people bringing build winning coalition
179,stopped sioux falls home ia
180,debate stage progressive practical time
181,race
182,happy hanukkah celebrating chag urim sameach family
183,wayne decatur clarke union ringgold adams taylor page fremont pottawattamie we’re talking leaving red rural town that’s means run forallofamerica
184,sen
185,hit iowa counties yesterday meeting people county forallofamerica bus tour iowa message grow rural america stay rural america opportunity ahead
186,bangs glued
187,county night council bluffs iowa energized dems ready winbig steve chris hosting friend
188,i’ve won race time demdebate i’m ready
189,county decatur lamoni iowa population we’re days iowa caucus people it’s winbig bring people amp leave forallofamerica
190,start day
191,andrea jenkins equality
192,favorite staff tweet marathon yesterday
193,straight la iowa green bus stops yesterday here’s handy map
194,counties days county forallofamerica bus tour henry county iowa sharing message night’s debate unites stronger divides beat donald trump
195,endorsement coming win i’m happy usa olympic gold medal curling
196,breaking weve raised online donations nights debate iowa county forallofamerica bus tour hit million day donation
197,president lead movement automatically register person country vote eighteen fight gerrymandering build agenda economic opportunity
198,heading ticket gather support moderate republicans independents fired democratic base times win
199,debate president king law americans deserve president people protect democracy president
200,leader bring people tired extremes politics noise nonsense home bigger tent wider coalition coattails join winbig
201,wrapping demdebate california wave support enthusiasm amazing
202,heres demdebate stage
203,progressive practical time favor public option nonprofit option bring cost immediately million people we’ll expand coverage million people demdebate
204,proud woman president president improves peoples lives demdebate
205,stage sen warrens cfpb vice president biden’s funding cancer research sen sanders veterans bill i’ve passed bills including farm bills matters demdebate
206,happy lunar hope brings joy health happiness celebrating families
207,demdebate
208,listen argument progress means passing constitutional amendment overturn citizens united demdebate
209,woman question demdebate
210,there’s ojibwe leaders decisions generation generations president doesn’t decisions minutes bold action climate crisis demdebate
211,time hold hand america ingenuity workers quality product quality workers hopes dreams american people demdebate
212,american people wise judge president king america law king demdebate
213,debate happening tune local
214,mayor
215,combat poverty ensure economic justice begins americans access safe amp affordable homes president ill invest trillion housing amp poverty reduction here’s plan
216,standing memory late husband
217,there’s break trial i’m iowa night rsvp event council bluffs tonight
218,we’re shortage mbas country we’re shortage plumbers
219,abigail prepared jump chilly minnesota balmy los angeles debate christmas abigail
220,founding fathers included impeachment provisions constitution feared president betray trust american people foreign power house fulfilling constitutional obligation law
221,coach fry hawkeye legend dad reported gophers tenure endeared iowans fans hard grit humor amp brought fight field including snowstorm family friends players amp fans miss
222,retire peace mind ive retirement savings plan employers money portable retirement acct hour build savings read plan
223,excited debate stage tomorrow night debate campaign’s momentum bigger bigger donate homegrown campaign spread message wide
224,john friend family here’s wonderful tribute life including superman shirt sky dive day died thinking judy borger family tonight remembering john borger media champion
225,ia senator ranking agriculture judiciary committees kevin kinney endorsement dedication people iowa we’re building momentum win iowa country
226,honored mayor carters housing
227,rep rod pimentel henniker sen amy klobuchar strongest dem candidate president donald trump i’ve won race time that’s winbig endorsement rod
228,cream mushroom ground beef tater tots pepper jack cheese house party caucusgoers recipe turnout
229,americans deserve president watch ad join homegrown campaign
230,americans purchase millions tickets shouldn’t forced pay sky prices unchecked consolidation broken ticketing industry i’ve called accountability i’m glad it’s happening
231,donald trump explain rudy giuliani’s shady trips ukraine act love love wasn’t love country
232,door knocking yesterday we’re volunteers doors grassroots team sign
233,women obama
234,friday we’re kicking forallofamerica bus tour iowa time counties we’re momentum builds join road
235,supreme court reinforce simple american principle president law
236,committed connecting household america speed internet broadband creates jobs economic opportunities communities america compete succeed increasingly digital world
237,candidate uniquely win november support jeffrey portsmouth
238,endorsement assistant minority leader steckman longtime educator representative people northern iowa inspiration honored support
239,abigail john iowa weekend
240,donald trump pulling food support million homes cruel
241,countries waiting election administration alienated allies issue that’s critical literally waiting sake climate standing world can’t afford lose
242,beautiful service cwo james rogers jr strong military family dad mom sister serving mn guard loved amp sgt plantenberg amp cwo nord tragically lost helicopter crash honored james family amp friends
243,jessica snow
244,publicedforum teachers respecting dignity bus drivers cafeteria workers means affordable childcare secure retirement raising minimum wage supporting public education system
245,thnx rosie isn’t we’re iowa nationally fox poll close tied super staff amp volunteers amp amp line supporters
246,tool let’s build enforcing mental health parity expanding access treatment investing research read plan
247,fight policies respect dignity it’s i’ve fought senate it’s i’ll president
248,dean stay tuned
249,spoke publicedforum shared vision strongpublicschools opportunity public education runs family mom taught grade seventy loved butterflies
250,it’s true campaign gaining momentum grassroots person person county county donation
251,sandy hook happened ago that’s real progress preventing gun violence it’s injustice children teachers killed families lives cut short forever altered gun violence action
252,holiday season approaches reminded seek refuge minnesota
253,finished roundtable plan future changing economy
254,commemorating founding national guard created honoring memory minnesota guardsmen lost week ago service granted
255,event labor leaders miami cross picket line stand
256,i’ve
257,tough hundreds thousands soybean farmers america donald trump’s reckless trade war worse president stand farmers protect livelihoods
258,days that’s water flood stage iowa climate change isn’t happening hundred it’s happening americans deserve president action
259,minnesotans matt
260,fyi lot missed foreign policy speech week amy klobuchar wield foreign policy trump washington post
261,donald trump permanently weaken country world watching closely afford lose election
262,shooter jersey city posted anti semitic writings online killing people hatred violence hand hand society
263,kinds
264,commander chief command stability strength respond challenges time stand allies protect build world
265,outrageous betsy devos denying justice students defrauded profit colleges excuses deceptive business practices fixing president education dept students
266,i’m mom
267,change tone senate republicans started insulting intelligence community here’s shared
268,congratulations greta thunberg earning inspiration
269,told
270,john deere layoffs hit iowa result donald trumps destructive trade war hard americans bearing brunt shortsighted economic policies farmers rural businesses deserve
271,reassert american values heart foreign policy president discarded starts home stop fear mongering hate live country shared dreams
272,questioned doj inspector judiciary committee hearing political bias russia investigation contradicts russia interfered election action protect elections
273,president restore america’s leadership world repair alliances rejoin intl agreements respond global challenges threats reassert american values sharing foreign policy vision
274,stand unions
275,announce hit ten percent iowa poll coach olympic gold medal curling team momentum ice gold medal campaign team
276,don’t million ad buy month retweet
277,people tough decisions time they’re office
278,met payton allamakee county weekend map united told he’s visit someday meantime i’ll counties iowa
279,i’m proud lead fight senate democracy everyone’s voice heard
280,told
281,provision bipartisan house passed violence women act close boyfriend loophole convicted domestic abusers can’t guns nra opposes means mitch mcconnell senate republicans holding call
282,it’s hurricane maria devastated puerto rico people island suffering withholding disaster aid wrong
283,worth read rt spot editorial friend independent senator
284,grassroots campaign dubuque yesterday discussing we’re eke election we’re win let’s lower prescription drug costs pass gun safety legislation send mitch mcconnell packing
285,jackie hosting hotdish house party daughter abigail night fun night cute dogs stella pictured grassroots campaigning meeting people talking plans hotdish
286,secretary
287,message administration sending latinos african americans hated attacked white nationalists senior adviser president hate white house
288,voter suppression disproportionately affects communities color undermines premise democracy lawmakers florida country responsibility protect voting rights
289,mndem dinner held st paul ice fishing decided run senate intn’l eelpout festival fish house leech lake meeting ryan gear presidential karma bring bait cooler dc ryan
290,saddened hear passing congressman berkley bedell true champion heartland valued hard community service john thinking family friends northwest iowa evening
291,guardsmen returned middle east months conducting medical evacuations governor warriors
292,beautiful winter drive eastern iowa dubuque stopped photo husband john photo taking photo photo photo credit mitch seat van
293,starting day allamakee county iowa rural create opportunities kids grow stay live karen pratte crowd joining morning
294,local leaders rise challenges time day affordable housing climate change it’s time president rises mayor quentin hart discussion local america forum
295,i’m honored team hampshire
296,momentum continues grow join homegrown campaign
297,core mn democratic farmer labor party unity meeting people bringing that’s message that’s celebrated tonight dflfoundersday win
298,iron horse chariton iowa i’m excited meet people iowa campaign hit counties
299,ten ago donald trump signed page ad york times urging president obama lead world act climate change he’s pulling international climate agreement
300,turnout indianola iowa corner sundry hosting iowans ready tackle challenges day that’s visit county we’re
301,it’s des moines night message resonating caucus goers iowa ruth scott thompson
302,shooting pensacola wounded people lives victims shooting happen week navy base learn situation there’s gun violence stop
303,can’t afford underestimate threat cyberattacks elections economy infrastructure i’ve led cybersecurity senate president i’ll protect elections invest cyber workforce amp strengthen cyber defenses
304,we’re building campaign winbig means hard meeting people bringing it’s
305,rep
306,brave minnesota national guard soldiers ultimate sacrifice nation im deeply saddened prayers families loved entire minnesota national guard community home overseas
307,happy birthday
308,released plan future changing economy justice
309,thinking dad lovemynewspaper day start newspaper business delivering grit town rural weekly paper amp journalism taught importance free press it’s crucial democracy
310,excited iowa rep
311,nancy pelosi president law peril republic american people president’s political constitutional duty protect
312,rural urban divide costing lives improving rural health care critical here’s i’ll
313,cruel
314,nato successful military alliance history foundation peace security donald trump undermined alliance alienated allies weakened leadership world deserve
315,norm excited join growing iowa campaign master caucus organizer lucky enjoy lauren rest team winbig
316,wow time picture president
317,republican colleagues evidence cover legacy
318,environmental protection agency protecting environment fix administration breaking starting day office
319,urge major league baseball step reconsider plans sever ties minor league teams teams ias
320,donald trump financial records i’m appeal whiner white house american people deserve truth
321,zaleski klobuchar stuff win grand forks herald
322,portsmouth seacoast isn’t afraid blizzard wonderful evening town hall speaker
323,partisan gerrymandering undermines democracy senate lead redistricting reform act requiring establish independent bipartisan commissions develop fair statewide district maps president i’ll
324,discussed public service plan
325,prescription drugs cost canada can’t medicare negotiate lower prices drug companies billions people hooked opioids pharmaceutical companies washington don’t
326,invest americorps climate civilian conservation corps peace corps establish natl volunteer programs fix expand public service loan forgiveness that’s create opportunities serve country strengthen communities
327,kamala friend incredibly strong public servant campaigns tear friendships grown closer continue
328,congratulations
329,morning hampshire you’re hearty minnesotan drove snow nyc stop events concord milford portsmouth team snow plow drivers
330,hey hampshire snow canceled flight we’re driving nyc trump didn’t call snow woman guys nh strong concord milford portsmouth stay snow banks
331,hundred bills that’s pieces legislation passed house blocked mitch mcconnell senate gop standing progress it’s time senate
332,time
333,meant
334,special education professionals child access strong education president fund idea reinstate protections students special nationalspecialeducationday
335,ignoring won’t
336,entire store buy campaign gear cybermonday support homegrown campaign visit
337,steve bullock dark money montana proved democrats win voted trump double digits brought determination spirit presidential race party
338,handle duluth northern minnesota duluth buried inches snow travel advised
339,america matters truth matters powerful closing repadamschiff
340,win cross river divides message kicked campaign february shared
341,worldaidsday let’s remember lost aids millions living hiv world recommit epidemic stigma epidemic ensure access treatment prevention
342,legitimate reason include citizenship question census period
343,led inspire women act direct nasa encourage women study stem fields we’ve lot tap potential women sciences
344,election security gun safety minimum wage prescription drugs equality act there’s month left session mitch mcconnell blocking critical bills americans progress win white house senate
345,president undo administration’s rid affordable care act’s protections pre existing conditions preserve aca build let’s
346,stops orangeburg county sc
347,morning orangeburg sc breakfast williams chapel ame church orangeburg county dems chairman
348,addiction suicide causing drop life expectancy president i’ll prioritize prevention intervention initiatives expanding access treatment giving americans path sustainable recovery
349,brooklyn york brooklyn iowa hitting trail abigail
350,opioid crisis killed hundreds thousands americans taking lives day hold caused accountable
351,donald trump created crisis trust institutions government home allies president repair relations allies america stands tyrants
352,read i’m focused election security passing bills paper ballots amp systematic audits fiona hill russia gearing that’s possibility
353,outrageous president fix broken student loan forgiveness program expand start rid betsy devos
354,senate gop stop dragging feet election security bill passed secure voting systems immediately
355,house people columbia south carolina councilwoman mayor pro tem
356,we’re officially ballot south carolina
357,thanksgiving holiday remember workers picket line las vegas cities country stand workers
358,here’s story catskills it’s heartland america don’t farmers plan supports beginning farmers helps rural communities vibrant
359,rep
360,morning family spent time volunteering south des moines community thanksgiving dinner volunteers day happy thanksgiving
361,happy thanksgiving thankful family friends amp americans serving country amp i’m thankful amp bang trim miss wonderful mom holiday photo bathroom sink haircuts
362,thanksgiving eve spent energetic snow town grundy center talk child care paid family leave ran chairs amp space amp issues america
363,it’s season giving food share visiting local food bank abigail john family happy thanksgiving
364,traveled lot gravel roads kurt paula meyer’s home tranquility call agree braving weather kurt paula book food conversation
365,version hes encouraging ivan drago hack political opponent
366,volunteered morning hawkeye harvest food bank
367,that’s iowa towns blowing snow beautiful theroadtothewhitehouse involves rain winds sleet blowing snow conditions
368,heart breaking loss minneapolis deepest sympathy families lost loved fire recovering swift heroic action firefighters responders saved lives
369,night spoke iowans statewide tele town hall discuss we’ll country path progress
370,hadn’t flipped house republicans control house intelligence judiciary committees hold administration accountable defend democracy elections matter afford screw
371,snow starting northern iowa we’ve warm
372,remember politics local deliver policies solve families represent democrats win voted president bringing people winbig
373,drive rural iowa
374,iowa visits morning worth winnebago counties iowa endorsement noon joyce russell mayor fertile ia hot ham cheese sandwiches fired caucus goers we’re bringing
375,dreamers belong pass comprehensive immigration reform including pathway citizenship dream act president finally
376,climate crisis devastating coastal sweeping legislation address climate crisis i’ll action day
377,promise broken administration it’s life harder millions seniors president fight medicare’s ability negotiate prices bill lead senate bring cost prescription drugs
378,i’m honored iowa legislative endorsers field incredible leaders
379,breaking news limits executive power constitution ratified
380,powerful women leaders joined annual womens breakfast incl
381,forward sharing vision america unions thriving workers rights protected invite
382,americans fed don’t understand climate change card listen scientists climate crisis caused human activity leader fema understand
383,infrastructure weeks trump elected iowans americans deserve broken promises president ill invest trillion strengthening infrastructure ill job
384,can’t eke win winbig means building coalitions bringing people that’s i’ve life that’s i’m read
385,there’s billionaires democratic primary there’s difference earning vote buying tens millions tv ads can’t buy election donate build grassroots campaign
386,i’m amy shelley henniker nh campaign’s momentum builds we’re join shelley homegrown campaign
387,reviews november debate homegrown campaign join donate
388,heading impeachment hearing isn’t senators eating writing witnesses documents republican colleagues you’ve it’s called constitution
389,congrats hester
390,hey morehairspray
391,size energy crowd
392,election reforms overdue im strengthen protect integrity elections
393,fourth stop hampshire trip packed town hall time beautiful lebanon grateful rep
394,momentum saturday afternoon lebanon hampshire team
395,we’re growing it’s grassroots donors chip amount
396,we’re mini tour nh colleges weekend time visiting
397,rep
398,debate ran senate called life raised boyfriends lot boyfriends difference
399,united senators don’t serve pleasure president answer power people people witnesses evidence trial mockery trial
400,town hall day hampshire college day
401,lt col vindman born ukraine american fiona hill born britain american questioning american’s loyalty nation serve love furthest american ideals
402,fiona hill russia gearing interfere elections pass election security bills
403,win eke victory morning election night win i’ve won race time bringing democrats independents amp moderate republicans it’s i’m running campaign amp i’ll govern president
404,nanseconference
405,night night campaign wave support homegrown campaign marches primaries caucuses let’s momentum quick donation
406,foreign policy president
407,impeachment proceedings constitutional duty president putting personal political country’s president country
408,close ab
409,dr josie johnson hero born family generations slavery earned doctorate led women delegation march washington led mpls urban league black woman uofmns board regents support means world
410,fiona hill tough standing democracy cool truth telling dousing lot trumped fires
411,friendship nights debate glad
412,debate night atlanta doesn’t election day begins inauguration day join homegrown campaign
413,debate hampshire minnesota iowa south carolina atlanta
414,dont loudest person stage president matters youre smart passed bills lead democrat gridlock washington ive takes win demdebate
415,ran senate raised boyfriends tonight outraise contribute defeat donald trump donate
416,win wont personal victory national victory join visit
417,codify roe wade law demdebate
418,didn’t expect dc weeks leading iowa hampshire peaking time legislators ground newspaper endorsements team ground let’s
419,night iowa hawkeye dems met talk mom president bring country we’re ready donald trump win ab
420,foreign policy country means renewing relationships allies means rejoining international agreements means reasserting american values demdebate
421,i’m sound bumper sticker throw free car obligation people’s honest pay smart demdebate
422,women held standard play game called favorite woman president demdebate
423,etched wall carter presidential library told truth obeyed law peace minimum expect president united demdebate
424,taking stage atlanta share vision allofamerica watch msnbc
425,tune
426,move country forward vote vote counts
427,truth ambassador sondland testified advisers president trump pressured ukraine investigate democrats president directed quid pro quo
428,debate tonight held tyler perry studios true success story tribute tyler perry chose major investments atlanta check
429,abigail funny
430,you’re wondering discuss intricate differences hot dish casserole hotdishhouseparty ab
431,election security shouldn’t partisan issue integrity democracy can’t wait
432,time senate gop blocks house passed gun violence prevention bills hope they’ll kimberly lost life recover wounds las vegas shooting there’s human cost inaction
433,dad im sitting capitol proof decision usa search life family don’t worry fine telling truth lt col vindman patriotism
434,heartland isn’t flyover country it’s home i’ve won race time takes donald trump heartland country winbig
435,americans experience mental health condition sat
436,trump administration’s announcement israeli settlements standing policy donald trump playing politics taking path solution
437,honored release democracy plan
438,filed ohio sherrod brown won win watch
439,infrastructure crumbling nationwide invest strengthen donald trump hasn’t pass infrastructure package president i’ll watch interview
440,ive won race time bring people focus delivering real results win
441,mom i’ve ab
442,crowd
443,tonight’s
444,taking stage nevada
445,spoke energized mobilized
446,sean phillips invaluable team decade joined share plan support deaf community incl expanding asl programs services amp ensuring fed govt meets commitment fund idea sean
447,president i’ll counter divisive rhetoric grown strong past emboldened hate jewish communities communities backgrounds there’s hate america
448,rep diane loeffler model legislator respected dedicated people served miss minnesota thinking mike loved
449,game didn’t gophers lost bet rep
450,governor’s race weeks red trump campaigned dem won send
451,spoke
452,meeting college democrats
453,meet
454,don’t money don’t huge political machine grassroots team dedicated supporters volunteers organizers pushing campaign heights everyday
455,ca sen
456,people aren’t sharing country’s economic prosperity here’s stand build shared prosperity economic justice president
457,governor
458,told
459,word iowa rep rowtheboat
460,series recent attacks reproductive rights stand womans choose
461,addition writing key marriage equality decision iowa’s beloved justice cady court reform advocate dc testified cameras courtroom daca hearing courts honest cameras
462,thx update mom ab
463,yovanovitch stopped ukraine ukrainian americans concerned russia’s invasion ukraine met mpls skyped address sunday yovanovitch represented america photo
464,iowa justice cady wrote groundbreaking decision establishing marriage equality concluding constitutional duty ensure equal protection law send condolences family join americans country tonight celebrating career
465,yeah
466,i’m honored endorsement rep
467,gaining momentum heads
468,spent days ukraine john mccain highly respected amb yovanovitch words speak shocked appalled devastated president united talk ambassador head couldn’t
469,bay san carlos crowd
